Time_Step,Adj Close,Close,High,Low,Open,Volume,Day_of_Week,Month,MA_30,Target_Close,Price_Movement
417,11.933333396911621,11.933333396911621,11.966667175292969,11.189332962036133,11.516667366027832,80934000.0,2,2,11.289133326212566,12.495332717895508,0.5619993209838867
418,12.495332717895508,12.495332717895508,12.567999839782715,11.680000305175781,11.90999984741211,86260500.0,3,2,11.275511074066163,12.689332962036133,0.194000244140625
419,12.689332962036133,12.689332962036133,12.800000190734863,12.333333015441895,12.579999923706055,90976500.0,4,2,11.28055550257365,12.689332962036133,0.0
420,12.689332962036133,12.689332962036133,12.800000190734863,12.333333015441895,12.579999923706055,90976500.0,5,2,11.281977717081705,12.689332962036133,0.0
421,12.689332962036133,12.689332962036133,12.800000190734863,12.333333015441895,12.579999923706055,90976500.0,6,2,11.280066585540771,12.795332908630371,0.10599994659423828
422,12.795332908630371,12.795332908630371,13.09000015258789,12.614666938781738,12.826666831970215,67485000.0,0,2,11.281688785552978,12.423333168029785,-0.37199974060058594
423,12.423333168029785,12.423333168029785,13.063332557678223,12.180000305175781,12.949999809265137,100683000.0,1,3,11.270910994211834,12.555999755859375,0.13266658782958984
424,12.555999755859375,12.555999755859375,12.567999839782715,12.100000381469727,12.248666763305664,72936000.0,2,3,11.251799901326498,13.049332618713379,0.4933328628540039
425,13.049332618713379,13.049332618713379,13.161333084106445,12.281332969665527,12.552000045776367,72435000.0,3,3,11.280599880218507,13.402667045593262,0.3533344268798828
426,13.402667045593262,13.402667045593262,13.60200023651123,13.166666984558105,13.199999809265137,97336500.0,4,3,11.341844336191814,13.402667045593262,0.0
427,13.402667045593262,13.402667045593262,13.60200023651123,13.166666984558105,13.199999809265137,97336500.0,5,3,11.398977661132813,13.402667045593262,0.0
428,13.402667045593262,13.402667045593262,13.60200023651123,13.166666984558105,13.199999809265137,97336500.0,6,3,11.484399890899658,13.685999870300293,0.28333282470703125
429,13.685999870300293,13.685999870300293,13.979999542236328,13.15999984741211,13.178667068481445,79941000.0,0,3,11.579266548156738,13.506667137145996,-0.17933273315429688
430,13.506667137145996,13.506667137145996,13.833333015441895,13.479999542236328,13.566666603088379,62680500.0,1,3,11.66815544764201,13.914667129516602,0.40799999237060547
431,13.914667129516602,13.914667129516602,13.958000183105469,13.519332885742188,13.63466739654541,48129000.0,2,3,11.803111012776693,13.678667068481445,-0.23600006103515625
432,13.678667068481445,13.678667068481445,14.219332695007324,13.378000259399414,14.0,77887500.0,3,3,11.929622141520182,13.833333015441895,0.15466594696044922
433,13.833333015441895,13.833333015441895,13.961333274841309,13.688667297363281,13.862000465393066,50146500.0,4,3,12.071466573079427,13.833333015441895,0.0
434,13.833333015441895,13.833333015441895,13.961333274841309,13.688667297363281,13.862000465393066,50146500.0,5,3,12.198199907938639,13.833333015441895,0.0
435,13.833333015441895,13.833333015441895,13.961333274841309,13.688667297363281,13.862000465393066,50146500.0,6,3,12.3236665725708,14.34333324432373,0.5100002288818359
436,14.34333324432373,14.34333324432373,14.447999954223633,14.042667388916016,14.176667213439941,60985500.0,0,3,12.466133244832356,14.555999755859375,0.21266651153564453
437,14.555999755859375,14.555999755859375,14.597999572753906,14.100000381469727,14.284667015075684,47707500.0,1,3,12.615688800811768,14.795332908630371,0.2393331527709961
438,14.795332908630371,14.795332908630371,14.838666915893555,14.468000411987305,14.533332824707031,52750500.0,2,3,12.773222128550211,15.092000007629395,0.29666709899902344
439,15.092000007629395,15.092000007629395,15.233332633972168,14.666666984558105,14.764666557312012,56743500.0,3,3,12.931466547648112,15.515999794006348,0.4239997863769531
440,15.515999794006348,15.515999794006348,15.631999969482422,15.204000473022461,15.273332595825195,70677000.0,4,3,13.073822116851806,15.515999794006348,0.0
441,15.515999794006348,15.515999794006348,15.631999969482422,15.204000473022461,15.273332595825195,70677000.0,5,3,13.2204221089681,15.515999794006348,0.0
442,15.515999794006348,15.515999794006348,15.631999969482422,15.204000473022461,15.273332595825195,70677000.0,6,3,13.367444324493409,15.887999534606934,0.37199974060058594
443,15.887999534606934,15.887999534606934,15.991999626159668,15.666666984558105,15.689332962036133,79617000.0,0,3,13.52686653137207,15.616000175476074,-0.2719993591308594
444,15.616000175476074,15.616000175476074,15.932666778564453,15.503999710083008,15.814000129699707,64740000.0,1,3,13.677222092946371,14.838666915893555,-0.7773332595825195
445,14.838666915893555,14.838666915893555,15.648667335510254,14.802000045776367,15.4913330078125,74232000.0,2,3,13.776866563161214,15.183333396911621,0.3446664810180664
446,15.183333396911621,15.183333396911621,15.259332656860352,14.333333015441895,14.385333061218262,74413500.0,3,3,13.889177672068278,15.183333396911621,0.0
447,15.183333396911621,15.183333396911621,15.259332656860352,14.333333015441895,14.385333061218262,74413500.0,4,3,13.997511005401611,15.183333396911621,0.0
448,15.183333396911621,15.183333396911621,15.259332656860352,14.333333015441895,14.385333061218262,74413500.0,5,3,14.087111028035482,15.183333396911621,0.0
449,15.183333396911621,15.183333396911621,15.259332656860352,14.333333015441895,14.385333061218262,74413500.0,6,3,14.170244375864664,15.350666999816895,0.16733360290527344
450,15.350666999816895,15.350666999816895,15.654000282287598,15.0,15.440667152404785,58885500.0,0,3,14.258955510457357,15.342000007629395,-0.0086669921875
451,15.342000007629395,15.342000007629395,15.491999626159668,15.022000312805176,15.326000213623047,60214500.0,1,3,14.347377745310466,15.12600040435791,-0.21599960327148438
452,15.12600040435791,15.12600040435791,15.699999809265137,15.100000381469727,15.672666549682617,60495000.0,2,3,14.425066661834716,15.317999839782715,0.1919994354248047
453,15.317999839782715,15.317999839782715,15.82800006866455,15.000666618347168,15.28933334350586,120193500.0,3,3,14.521555550893147,15.839332580566406,0.5213327407836914
454,15.839332580566406,15.839332580566406,16.52666664123535,15.550000190734863,16.32200050354004,239962500.0,4,4,14.630999978383382,15.839332580566406,0.0
455,15.839332580566406,15.839332580566406,16.52666664123535,15.550000190734863,16.32200050354004,239962500.0,5,4,14.723999977111816,15.839332580566406,0.0
456,15.839332580566406,15.839332580566406,16.52666664123535,15.550000190734863,16.32200050354004,239962500.0,6,4,14.80522216161092,16.465999603271484,0.6266670227050781
457,16.465999603271484,16.465999603271484,16.808000564575195,16.242666244506836,16.607999801635742,202129500.0,0,4,14.907333246866862,17.031333923339844,0.5653343200683594
458,17.031333923339844,17.031333923339844,17.104000091552734,16.0,16.03333282470703,149230500.0,1,4,15.028288809458415,17.69466781616211,0.6633338928222656
459,17.69466781616211,17.69466781616211,17.849332809448242,16.89666748046875,16.931333541870117,175582500.0,2,4,15.161911074320475,17.14666748046875,-0.5480003356933594
460,17.14666748046875,17.14666748046875,17.95599937438965,16.96733283996582,17.76333236694336,132843000.0,3,4,15.283244419097901,16.67133331298828,-0.47533416748046875
461,16.67133331298828,16.67133331298828,17.38800048828125,16.534666061401367,17.366666793823242,110458500.0,4,4,15.37513329188029,16.67133331298828,0.0
462,16.67133331298828,16.67133331298828,17.38800048828125,16.534666061401367,17.366666793823242,110458500.0,5,4,15.47488883336385,16.67133331298828,0.0
463,16.67133331298828,16.67133331298828,17.38800048828125,16.534666061401367,17.366666793823242,110458500.0,6,4,15.569488843282064,16.661333084106445,-0.010000228881835938
464,16.661333084106445,16.661333084106445,17.266000747680664,16.35333251953125,16.733333587646484,137425500.0,0,4,15.663755512237548,16.521333694458008,-0.1399993896484375
465,16.521333694458008,16.521333694458008,16.786666870117188,16.242000579833984,16.633333206176758,86448000.0,1,4,15.75335553487142,16.968666076660156,0.44733238220214844
466,16.968666076660156,16.968666076660156,17.03333282470703,16.488666534423828,16.567333221435547,73884000.0,2,4,15.840866629282633,16.790666580200195,-0.17799949645996094
467,16.790666580200195,16.790666580200195,17.12266731262207,16.73666763305664,16.866666793823242,61983000.0,3,4,15.915355523427328,16.96733283996582,0.176666259765625
468,16.96733283996582,16.96733283996582,16.97333335876465,16.607999801635742,16.753999710083008,56286000.0,4,4,15.987755521138508,16.96733283996582,0.0
469,16.96733283996582,16.96733283996582,16.97333335876465,16.607999801635742,16.753999710083008,56286000.0,5,4,16.050266615549724,16.96733283996582,0.0
470,16.96733283996582,16.96733283996582,16.97333335876465,16.607999801635742,16.753999710083008,56286000.0,6,4,16.098644383748372,16.92533302307129,-0.04199981689453125
471,16.92533302307129,16.92533302307129,17.220666885375977,16.777332305908203,16.815332412719727,64071000.0,0,4,16.145622158050536,16.4913330078125,-0.43400001525878906
472,16.4913330078125,16.4913330078125,16.95800018310547,16.083332061767578,16.874666213989258,95362500.0,1,4,16.178133265177408,16.6646671295166,0.17333412170410156
473,16.6646671295166,16.6646671295166,16.910667419433594,16.100000381469727,16.417333602905273,77911500.0,2,4,16.20402218500773,16.55266761779785,-0.11199951171875
474,16.55266761779785,16.55266761779785,16.726667404174805,16.46066665649414,16.599332809448242,41746500.0,3,4,16.235244433085125,16.916667938232422,0.3640003204345703
475,16.916667938232422,16.916667938232422,16.933332443237305,16.380666732788086,16.592666625976562,56794500.0,4,4,16.304511133829752,16.916667938232422,0.0
476,16.916667938232422,16.916667938232422,16.933332443237305,16.380666732788086,16.592666625976562,56794500.0,5,4,16.36228895187378,16.916667938232422,0.0
477,16.916667938232422,16.916667938232422,16.933332443237305,16.380666732788086,16.592666625976562,56794500.0,6,4,16.420066769917806,16.788000106811523,-0.12866783142089844
478,16.788000106811523,16.788000106811523,17.158666610717773,16.71733283996582,16.867332458496094,55054500.0,0,4,16.473555660247804,16.916000366210938,0.12800025939941406
479,16.916000366210938,16.916000366210938,17.048667907714844,16.625999450683594,16.803333282470703,48357000.0,1,4,16.531311225891113,16.764667510986328,-0.15133285522460938
480,16.764667510986328,16.764667510986328,17.0,16.626667022705078,16.850000381469727,48087000.0,2,4,16.57844457626343,16.513999938964844,-0.2506675720214844
481,16.513999938964844,16.513999938964844,16.89533233642578,16.496000289916992,16.656667709350586,37785000.0,3,4,16.617511240641274,16.05066680908203,-0.4633331298828125
482,16.05066680908203,16.05066680908203,16.562000274658203,15.854000091552734,16.542667388916016,81207000.0,4,4,16.64833345413208,16.05066680908203,0.0
483,16.05066680908203,16.05066680908203,16.562000274658203,15.854000091552734,16.542667388916016,81207000.0,5,4,16.672755686442056,16.05066680908203,0.0
484,16.05066680908203,16.05066680908203,16.562000274658203,15.854000091552734,16.542667388916016,81207000.0,6,5,16.67980016072591,16.1200008392334,0.06933403015136719
485,16.1200008392334,16.1200008392334,16.21266746520996,15.654666900634766,16.100000381469727,57658500.0,0,5,16.689155769348144,15.48799991607666,-0.6320009231567383
486,15.48799991607666,15.48799991607666,15.927332878112793,15.441332817077637,15.824000358581543,64533000.0,1,5,16.67744468053182,14.837332725524902,-0.6506671905517578
487,14.837332725524902,14.837332725524902,15.630666732788086,14.69333267211914,15.352666854858398,130507500.0,2,5,16.623155784606933,14.10200023651123,-0.7353324890136719
488,14.10200023651123,14.10200023651123,15.242667198181152,13.986000061035156,15.230667114257812,168822000.0,3,5,16.525511328379313,14.328666687011719,0.22666645050048828
489,14.328666687011719,14.328666687011719,14.424667358398438,13.87399959564209,14.057999610900879,85278000.0,4,5,16.413311290740968,14.328666687011719,0.0
490,14.328666687011719,14.328666687011719,14.424667358398438,13.87399959564209,14.057999610900879,85278000.0,5,5,16.319377930959067,14.328666687011719,0.0
491,14.328666687011719,14.328666687011719,14.424667358398438,13.87399959564209,14.057999610900879,85278000.0,6,5,16.241289043426512,13.928000450134277,-0.4006662368774414
492,13.928000450134277,13.928000450134277,14.40999984741211,13.786666870117188,14.381333351135254,71646000.0,0,5,16.149844614664712,13.912667274475098,-0.015333175659179688
493,13.912667274475098,13.912667274475098,13.964667320251465,13.666666984558105,13.83666706085205,61059000.0,1,5,16.05788908004761,13.93066692352295,0.017999649047851562
494,13.93066692352295,13.93066692352295,14.36533260345459,13.736666679382324,13.839332580566406,77428500.0,2,5,15.966866874694825,13.8186674118042,-0.11199951171875
495,13.8186674118042,13.8186674118042,14.111332893371582,13.577333450317383,14.095999717712402,54757500.0,3,5,15.876777998606364,13.840666770935059,0.021999359130859375
496,13.840666770935059,13.840666770935059,14.079999923706055,13.779999732971191,13.85200023651123,42342000.0,4,5,15.772511355082194,13.840666770935059,0.0
497,13.840666770935059,13.840666770935059,14.079999923706055,13.779999732971191,13.85200023651123,42342000.0,5,5,15.67417802810669,13.840666770935059,0.0
498,13.840666770935059,13.840666770935059,14.079999923706055,13.779999732971191,13.85200023651123,42342000.0,6,5,15.569955825805664,13.88599967956543,0.045332908630371094
499,13.88599967956543,13.88599967956543,14.210000038146973,13.861332893371582,13.876667022705078,44241000.0,0,5,15.467244720458984,13.644000053405762,-0.24199962615966797
500,13.644000053405762,13.644000053405762,13.98799991607666,13.601332664489746,13.936667442321777,42654000.0,1,5,15.356466960906982,14.07800006866455,0.43400001525878906
501,14.07800006866455,14.07800006866455,14.354000091552734,13.850000381469727,13.94333267211914,84262500.0,2,5,15.261555862426757,14.347332954406738,0.2693328857421875
502,14.347332954406738,14.347332954406738,14.452667236328125,13.819999694824219,14.2413330078125,102994500.0,3,5,15.1900891939799,14.685333251953125,0.3380002975463867
503,14.685333251953125,14.685333251953125,14.703332901000977,14.423333168029785,14.465999603271484,135106500.0,4,5,15.124111398061116,14.685333251953125,0.0
504,14.685333251953125,14.685333251953125,14.703332901000977,14.423333168029785,14.465999603271484,135106500.0,5,5,15.061866919199625,14.685333251953125,0.0
505,14.685333251953125,14.685333251953125,14.703332901000977,14.423333168029785,14.465999603271484,135106500.0,6,5,14.98748909632365,14.414667129516602,-0.27066612243652344
506,14.414667129516602,14.414667129516602,14.84000015258789,14.390666961669922,14.657999992370605,76537500.0,0,5,14.904089069366455,14.52733325958252,0.11266613006591797
507,14.52733325958252,14.52733325958252,14.582667350769043,14.345333099365234,14.4399995803833,45207000.0,1,5,14.824444580078126,14.638667106628418,0.11133384704589844
508,14.638667106628418,14.638667106628418,14.757332801818848,14.434000015258789,14.52733325958252,46902000.0,2,5,14.752800146738688,15.008000373840332,0.36933326721191406
509,15.008000373840332,15.008000373840332,15.017333030700684,14.603333473205566,14.699999809265137,61086000.0,3,5,14.689200146993,14.869333267211914,-0.13866710662841797
510,14.869333267211914,14.869333267211914,15.062000274658203,14.716667175292969,14.999333381652832,54754500.0,4,5,14.626022338867188,14.869333267211914,0.0
511,14.869333267211914,14.869333267211914,15.062000274658203,14.716667175292969,14.999333381652832,54754500.0,5,5,14.571200116475422,14.869333267211914,0.0
512,14.869333267211914,14.869333267211914,15.062000274658203,14.716667175292969,14.999333381652832,54754500.0,6,5,14.531822331746419,14.869333267211914,0.0
513,14.869333267211914,14.869333267211914,15.062000274658203,14.716667175292969,14.999333381652832,54754500.0,0,5,14.492444547017415,14.881999969482422,0.012666702270507812
514,14.881999969482422,14.881999969482422,14.983332633972168,14.766667366027832,14.869333267211914,41835000.0,1,5,14.453488985697428,14.637332916259766,-0.24466705322265625
515,14.637332916259766,14.637332916259766,14.826666831970215,14.459333419799805,14.76533317565918,44740500.0,2,6,14.404066721598307,14.597332954406738,-0.039999961853027344
516,14.597332954406738,14.597332954406738,14.660667419433594,14.473999977111816,14.63933277130127,30492000.0,3,6,14.374377822875976,14.599332809448242,0.0019998550415039062
517,14.599332809448242,14.599332809448242,14.795999526977539,14.534000396728516,14.666666984558105,33435000.0,4,6,14.366444492340088,14.599332809448242,0.0
518,14.599332809448242,14.599332809448242,14.795999526977539,14.534000396728516,14.666666984558105,33435000.0,5,6,14.383022244771322,14.599332809448242,0.0
519,14.599332809448242,14.599332809448242,14.795999526977539,14.534000396728516,14.666666984558105,33435000.0,6,6,14.39204444885254,14.711999893188477,0.11266708374023438
520,14.711999893188477,14.711999893188477,14.726667404174805,14.363332748413086,14.533332824707031,33742500.0,0,6,14.404822222391765,15.489333152770996,0.7773332595825195
521,15.489333152770996,15.489333152770996,15.629332542419434,14.767999649047852,14.815999984741211,93204000.0,1,6,14.44351110458374,15.701333045959473,0.21199989318847656
522,15.701333045959473,15.701333045959473,16.05666732788086,15.507332801818848,15.58666706085205,89580000.0,2,6,14.502622191111247,15.290666580200195,-0.41066646575927734
523,15.290666580200195,15.290666580200195,15.688667297363281,15.137332916259766,15.665332794189453,67381500.0,3,6,14.548555501302083,14.586000442504883,-0.7046661376953125
524,14.586000442504883,14.586000442504883,15.197999954223633,14.561332702636719,15.159333229064941,90399000.0,4,6,14.570399951934814,14.586000442504883,0.0
525,14.586000442504883,14.586000442504883,15.197999954223633,14.561332702636719,15.159333229064941,90399000.0,5,6,14.595977719624837,14.586000442504883,0.0
526,14.586000442504883,14.586000442504883,15.197999954223633,14.561332702636719,15.159333229064941,90399000.0,6,6,14.62082217534383,14.524666786193848,-0.061333656311035156
527,14.524666786193848,14.524666786193848,15.0513334274292,14.510666847229004,14.633333206176758,62895000.0,0,6,14.643622175852459,14.330666542053223,-0.194000244140625
528,14.330666542053223,14.330666542053223,14.813332557678223,14.16866683959961,14.592000007629395,53703000.0,1,6,14.659955501556396,14.513333320617676,0.18266677856445312
529,14.513333320617676,14.513333320617676,14.793333053588867,14.342000007629395,14.463333129882812,43627500.0,2,6,14.680866622924805,14.528667449951172,0.015334129333496094
530,14.528667449951172,14.528667449951172,14.53600025177002,14.233332633972168,14.494667053222656,36604500.0,3,6,14.710355536142986,14.364666938781738,-0.1640005111694336
531,14.364666938781738,14.364666938781738,14.666000366210938,14.300000190734863,14.52066707611084,46689000.0,4,6,14.719911098480225,14.364666938781738,0.0
532,14.364666938781738,14.364666938781738,14.666000366210938,14.300000190734863,14.52066707611084,46689000.0,5,6,14.720488897959392,14.364666938781738,0.0
533,14.364666938781738,14.364666938781738,14.666000366210938,14.300000190734863,14.52066707611084,46689000.0,6,6,14.70980002085368,14.646666526794434,0.2819995880126953
534,14.646666526794434,14.646666526794434,14.916666984558105,14.548666954040527,14.633333206176758,53332500.0,0,6,14.708511130015056,14.640666961669922,-0.005999565124511719
535,14.640666961669922,14.640666961669922,14.838000297546387,14.587332725524902,14.711999893188477,67935000.0,1,6,14.707022253672282,13.11066722869873,-1.5299997329711914
536,13.11066722869873,13.11066722869873,13.729999542236328,13.050000190734863,13.29800033569336,356136000.0,2,6,14.663555590311686,13.09333324432373,-0.017333984375
537,13.09333324432373,13.09333324432373,13.170000076293945,12.808667182922363,13.045999526977539,151960500.0,3,6,14.61575558980306,12.876667022705078,-0.21666622161865234
538,12.876667022705078,12.876667022705078,13.008000373840332,12.648667335510254,12.670000076293945,105397500.0,4,6,14.557022253672281,12.876667022705078,0.0
539,12.876667022705078,12.876667022705078,13.008000373840332,12.648667335510254,12.670000076293945,105397500.0,5,6,14.48597780863444,12.876667022705078,0.0
540,12.876667022705078,12.876667022705078,13.008000373840332,12.648667335510254,12.670000076293945,105397500.0,6,6,14.419555600484212,13.236666679382324,0.3599996566772461
541,13.236666679382324,13.236666679382324,13.253999710083008,12.524666786193848,12.723999977111816,108081000.0,0,6,14.365133380889892,13.452667236328125,0.21600055694580078
542,13.452667236328125,13.452667236328125,13.603333473205566,13.293999671936035,13.459333419799805,93186000.0,1,6,14.317911179860433,14.012666702270508,0.5599994659423828
543,14.012666702270508,14.012666702270508,14.118666648864746,13.533332824707031,13.675333023071289,89923500.0,2,6,14.28935562769572,14.152000427246094,0.13933372497558594
544,14.152000427246094,14.152000427246094,14.233332633972168,13.934666633605957,14.197999954223633,72646500.0,3,6,14.265022309621175,14.433333396911621,0.28133296966552734
545,14.433333396911621,14.433333396911621,14.549332618713379,13.733332633972168,13.742667198181152,81000000.0,4,7,14.258222325642903,14.433333396911621,0.0
546,14.433333396911621,14.433333396911621,14.549332618713379,13.733332633972168,13.742667198181152,81000000.0,5,7,14.2527556737264,14.433333396911621,0.0
547,14.433333396911621,14.433333396911621,14.549332618713379,13.733332633972168,13.742667198181152,81000000.0,6,7,14.24722235997518,14.433333396911621,0.0
548,14.433333396911621,14.433333396911621,14.549332618713379,13.733332633972168,13.742667198181152,81000000.0,0,7,14.241689046223959,14.26533317565918,-0.1680002212524414
549,14.26533317565918,14.26533317565918,14.302666664123535,13.866666793823242,13.982000350952148,77629500.0,1,7,14.230555725097656,14.295999526977539,0.030666351318359375
550,14.295999526977539,14.295999526977539,14.34866714477539,13.933333396911621,14.0,73798500.0,2,7,14.216689046223959,14.395999908447266,0.10000038146972656
551,14.395999908447266,14.395999908447266,14.541333198547363,14.200667381286621,14.206666946411133,54180000.0,3,7,14.1802446047465,14.45199966430664,0.055999755859375
552,14.45199966430664,14.45199966430664,14.654000282287598,14.300000190734863,14.520000457763672,61122000.0,4,7,14.138600158691407,14.45199966430664,0.0
553,14.45199966430664,14.45199966430664,14.654000282287598,14.300000190734863,14.520000457763672,61122000.0,5,7,14.110644594828289,14.45199966430664,0.0
554,14.45199966430664,14.45199966430664,14.654000282287598,14.300000190734863,14.520000457763672,61122000.0,6,7,14.10617790222168,14.985333442687988,0.5333337783813477
555,14.985333442687988,14.985333442687988,15.118666648864746,14.633999824523926,14.663999557495117,81447000.0,0,7,14.119489002227784,14.976667404174805,-0.008666038513183594
556,14.976667404174805,14.976667404174805,15.166666984558105,14.881333351135254,14.9399995803833,68569500.0,1,7,14.132511234283447,14.835332870483398,-0.14133453369140625
557,14.835332870483398,14.835332870483398,15.03933334350586,14.685999870300293,15.033332824707031,53506500.0,2,7,14.142866770426432,14.768667221069336,-0.0666656494140625
558,14.768667221069336,14.768667221069336,14.996000289916992,14.736666679382324,14.874667167663574,40137000.0,3,7,14.157466793060303,14.69333267211914,-0.07533454895019531
559,14.69333267211914,14.69333267211914,14.850000381469727,14.642666816711426,14.834667205810547,33513000.0,4,7,14.163466771443685,14.69333267211914,0.0
560,14.69333267211914,14.69333267211914,14.850000381469727,14.642666816711426,14.834667205810547,33513000.0,5,7,14.168955612182618,14.69333267211914,0.0
561,14.69333267211914,14.69333267211914,14.850000381469727,14.642666816711426,14.834667205810547,33513000.0,6,7,14.179911136627197,15.083333015441895,0.3900003433227539
562,15.083333015441895,15.083333015441895,15.13933277130127,14.553333282470703,14.642666816711426,51181500.0,0,7,14.203866672515868,15.017333030700684,-0.06599998474121094
563,15.017333030700684,15.017333030700684,15.273332595825195,14.983332633972168,15.0,46726500.0,1,7,14.225622208913167,15.223999977111816,0.2066669464111328
564,15.223999977111816,15.223999977111816,15.319999694824219,15.0,15.097999572753906,38527500.0,2,7,14.24486665725708,14.699999809265137,-0.5240001678466797
565,14.699999809265137,14.699999809265137,15.1899995803833,14.606666564941406,15.066666603088379,66430500.0,3,7,14.246844418843587,14.817999839782715,0.11800003051757812
566,14.817999839782715,14.817999839782715,14.966667175292969,14.592000007629395,14.799332618713379,38695500.0,4,7,14.30375550587972,14.817999839782715,0.0
567,14.817999839782715,14.817999839782715,14.966667175292969,14.592000007629395,14.799332618713379,38695500.0,5,7,14.361244392395019,14.817999839782715,0.0
568,14.817999839782715,14.817999839782715,14.966667175292969,14.592000007629395,14.799332618713379,38695500.0,6,7,14.425955486297607,15.333999633789062,0.5159997940063477
569,15.333999633789062,15.333999633789062,15.425999641418457,14.758000373840332,14.817999839782715,67360500.0,0,7,14.50786657333374,15.300666809082031,-0.03333282470703125
570,15.300666809082031,15.300666809082031,15.333333015441895,15.020000457763672,15.179332733154297,51450000.0,1,7,14.588666566212972,15.232666969299316,-0.06799983978271484
571,15.232666969299316,15.232666969299316,15.557332992553711,15.128000259399414,15.28933334350586,43335000.0,2,7,14.655199909210205,15.37399959564209,0.14133262634277344
572,15.37399959564209,15.37399959564209,15.383999824523926,15.106666564941406,15.196666717529297,36286500.0,3,7,14.719244321187338,15.652667045593262,0.2786674499511719
573,15.652667045593262,15.652667045593262,15.685333251953125,15.349332809448242,15.380000114440918,46062000.0,4,7,14.773910999298096,15.652667045593262,0.0
574,15.652667045593262,15.652667045593262,15.685333251953125,15.349332809448242,15.380000114440918,46062000.0,5,7,14.823933219909668,15.652667045593262,0.0
575,15.652667045593262,15.652667045593262,15.685333251953125,15.349332809448242,15.380000114440918,46062000.0,6,7,14.864577674865723,15.333999633789062,-0.3186674118041992
576,15.333999633789062,15.333999633789062,15.775333404541016,15.291999816894531,15.699999809265137,60244500.0,0,8,14.894599882761637,15.146666526794434,-0.1873331069946289
577,15.146666526794434,15.146666526794434,15.324666976928711,14.760000228881836,15.291333198547363,59016000.0,1,8,14.918377653757732,15.052666664123535,-0.09399986267089844
578,15.052666664123535,15.052666664123535,15.313332557678223,14.947333335876465,15.157999992370605,58317000.0,2,8,14.939022095998128,15.37399959564209,0.3213329315185547
579,15.37399959564209,15.37399959564209,15.390666961669922,14.803333282470703,15.045999526977539,62205000.0,3,8,14.975977643330891,15.335332870483398,-0.038666725158691406
580,15.335332870483398,15.335332870483398,15.466667175292969,15.15999984741211,15.333333015441895,48078000.0,4,8,15.01062208811442,15.335332870483398,0.0
581,15.335332870483398,15.335332870483398,15.466667175292969,15.15999984741211,15.333333015441895,48078000.0,5,8,15.041933186848958,15.335332870483398,0.0
582,15.335332870483398,15.335332870483398,15.466667175292969,15.15999984741211,15.333333015441895,48078000.0,6,8,15.07137762705485,15.077333450317383,-0.2579994201660156
583,15.077333450317383,15.077333450317383,15.30666732788086,15.072667121887207,15.199999809265137,33954000.0,0,8,15.092222086588542,15.272000312805176,0.19466686248779297
584,15.272000312805176,15.272000312805176,15.435999870300293,15.109999656677246,15.121333122253418,33117000.0,1,8,15.119555441538493,15.043333053588867,-0.2286672592163086
585,15.043333053588867,15.043333053588867,15.324666976928711,14.974666595458984,15.215999603271484,35074500.0,2,8,15.121488761901855,14.994000434875488,-0.049332618713378906
586,14.994000434875488,14.994000434875488,15.171333312988281,14.894000053405762,15.07800006866455,28213500.0,3,8,15.122066529591878,15.040666580200195,0.04666614532470703
587,15.040666580200195,15.040666580200195,15.109999656677246,14.935999870300293,15.02733325958252,27202500.0,4,8,15.128910986582438,15.040666580200195,0.0
588,15.040666580200195,15.040666580200195,15.109999656677246,14.935999870300293,15.02733325958252,27202500.0,5,8,15.1379776318868,15.040666580200195,0.0
589,15.040666580200195,15.040666580200195,15.109999656677246,14.935999870300293,15.02733325958252,27202500.0,6,8,15.149555428822834,15.03933334350586,-0.0013332366943359375
590,15.03933334350586,15.03933334350586,15.300000190734863,14.995332717895508,15.067999839782715,30514500.0,0,8,15.161088784535727,14.907333374023438,-0.13199996948242188
591,14.907333374023438,14.907333374023438,15.145999908447266,14.894000053405762,15.03266716003418,34006500.0,1,8,15.168222141265868,14.88266658782959,-0.024666786193847656
592,14.88266658782959,14.88266658782959,14.988666534423828,14.853333473205566,14.95533275604248,26806500.0,2,8,15.16153326034546,14.900667190551758,0.01800060272216797
593,14.900667190551758,14.900667190551758,15.043999671936035,14.81933307647705,14.921333312988281,25717500.0,3,8,15.157644399007161,15.0,0.09933280944824219
594,15.0,15.0,15.011333465576172,14.835332870483398,14.902667045593262,24892500.0,4,8,15.150177733103435,15.0,0.0
595,15.0,15.0,15.011333465576172,14.835332870483398,14.902667045593262,24892500.0,5,8,15.160177739461263,15.0,0.0
596,15.0,15.0,15.011333465576172,14.835332870483398,14.902667045593262,24892500.0,6,8,15.166244411468506,14.862000465393066,-0.1379995346069336
597,14.862000465393066,14.862000465393066,15.007332801818848,14.845333099365234,14.944666862487793,30982500.0,0,8,15.167711098988852,14.989333152770996,0.1273326873779297
598,14.989333152770996,14.989333152770996,15.232666969299316,14.853333473205566,14.954667091369629,71766000.0,1,8,15.173422209421794,14.841333389282227,-0.14799976348876953
599,14.841333389282227,14.841333389282227,15.143333435058594,14.814666748046875,15.136667251586914,38560500.0,2,8,15.157000001271566,14.730667114257812,-0.11066627502441406
600,14.730667114257812,14.730667114257812,14.920000076293945,14.718000411987305,14.87399959564209,26437500.0,3,8,15.138000011444092,14.666000366210938,-0.064666748046875
